youssefbenjmaa@client,ndi_dvr_02,3,t,"",2026-05-26T10:13:01.710895Z
youssefbenjmaa@client,ndi_foi_01,3,t,"",2026-05-26T10:15:04.621235Z
youssefbenjmaa@client,ndi_foi_02,3,t,"",2026-05-26T10:15:06.763909Z
youssefbenjmaa@client,ndi_mcm_01,3,t,"",2026-05-26T10:10:58.072143Z
youssefbenjmaa@client,ndi_mcm_02,2,t,"",2026-05-26T10:10:47.482765Z
youssefbenjmaa@client,ndi_mcm_03,4,t,"",2026-05-26T10:10:51.387578Z
youssefbenjmaa@client,ndi_od_01,3,t,"",2026-05-26T10:14:50.514195Z
youssefbenjmaa@client,ndi_od_02,3,t,"",2026-05-26T10:14:53.767916Z
youssefbenjmaa@client,ndi_od_03,2,t,"",2026-05-26T10:14:57.466482Z
youssefbenjmaa@client,ndi_pdp_01,3,t,"",2026-05-26T10:15:20.804763Z
youssefbenjmaa@client,ndi_pdp_02,4,t,"",2026-05-26T10:15:23.270022Z
youssefbenjmaa@client,ndi_rmd_01,3,t,"",2026-05-26T10:12:36.347176Z
youssefbenjmaa@client,ndi_rmd_02,2,t,"",2026-05-26T10:12:27.601700Z
youssefbenjmaa@client,ndi_rmd_03,3,t,"",2026-05-26T10:12:29.880828Z
